PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,OWN%
Chris Carson,RB,SEA,CIN,-110,44.00,-9.50,26.75,6600,15.2,2.3,43.99
Mike Evans,WR,TB,SF,-110,51.00,-1.00,26.00,7900,16.0,2.0,36.68
Saquon Barkley,RB,NYG,@DAL,-115,45.50,7.50,19.00,9200,21.3,2.3,35.06
Amari Cooper,WR,DAL,NYG,-105,45.50,-7.50,26.50,7500,14.1,1.9,32.85
Jameis Winston,QB,TB,SF,-110,51.00,-1.00,26.00,7500,21.4,2.9,32.48
Tyler Lockett,WR,SEA,CIN,-110,44.00,-9.50,26.75,6800,11.2,1.7,26.72
Tyler Boyd,WR,CIN,@SEA,-110,44.00,9.50,17.25,6900,11.8,1.7,22.84
Dak Prescott,QB,DAL,NYG,-105,45.50,-7.50,26.50,7500,20.3,2.7,22.76
Joe Mixon,RB,CIN,@SEA,-110,44.00,9.50,17.25,7800,14.9,1.9,21.80
Keenan Allen,WR,LAC,IND,-110,44.50,-6.50,25.50,7700,13.8,1.8,21.37
Chris Godwin,WR,TB,SF,-110,51.00,-1.00,26.00,6900,11.9,1.7,18.77
Ezekiel Elliott,RB,DAL,NYG,-105,45.50,-7.50,26.50,9100,13.7,1.5,18.23
Tevin Coleman,RB,SF,@TB,-110,51.00,1.00,25.00,6300,12.2,1.9,17.75
Rashaad Penny,RB,SEA,CIN,-110,44.00,-9.50,26.75,5900,9.5,1.6,17.35
Russell Wilson,QB,SEA,CIN,-110,44.00,-9.50,26.75,8200,20.4,2.5,16.94
Michael Gallup,WR,DAL,NYG,-105,45.50,-7.50,26.50,5600,9.9,1.8,16.87
George Kittle,TE,SF,@TB,-110,51.00,1.00,25.00,7300,13.3,1.8,16.70
Sterling Shepard,WR,NYG,@DAL,-115,45.50,7.50,19.00,6000,10.6,1.8,14.59
Austin Ekeler,RB,LAC,IND,-110,44.50,-6.50,25.50,6400,14.3,2.2,14.49
Jimmy Garoppolo,QB,SF,@TB,-110,51.00,1.00,25.00,7200,19.4,2.7,14.35
Matt Breida,RB,SF,@TB,-110,51.00,1.00,25.00,5400,10.6,2.0,14.13
Dante Pettis,WR,SF,@TB,-110,51.00,1.00,25.00,6500,9.4,1.5,14.00
Mike Williams,WR,LAC,IND,-110,44.50,-6.50,25.50,6400,11.3,1.8,13.95
John Ross,WR,CIN,@SEA,-110,44.00,9.50,17.25,5400,8.7,1.6,12.53
T.Y. Hilton,WR,IND,@LAC,-110,44.50,6.50,19.00,7700,10.7,1.4,11.79
Marquise Goodwin,WR,SF,@TB,-110,51.00,1.00,25.00,5400,8.4,1.6,11.37
Deebo Samuel,WR,SF,@TB,-110,51.00,1.00,25.00,5200,8.3,1.6,11.24
O.J. Howard,TE,TB,SF,-110,51.00,-1.00,26.00,6500,10.7,1.6,11.04
Evan Engram,TE,NYG,@DAL,-115,45.50,7.50,19.00,6400,10.3,1.6,10.32
Will Dissly,TE,SEA,CIN,-110,44.00,-9.50,26.75,4000,7.0,1.8,10.20
Hunter Henry,TE,LAC,IND,-110,44.50,-6.50,25.50,6100,10.5,1.7,9.88
Peyton Barber,RB,TB,SF,-110,51.00,-1.00,26.00,5500,10.3,1.9,9.16
Kenny Golladay,WR,DET,@ARI,-115,46.50,-2.50,24.50,6900,12.6,1.8,8.52
Philip Rivers,QB,LAC,IND,-110,44.50,-6.50,25.50,7500,19.0,2.5,8.17
DK Metcalf,WR,SEA,CIN,-110,44.00,-9.50,26.75,5500,5.6,1.0,8.10
David Johnson,RB,ARI,DET,-105,46.50,2.50,22.00,8100,17.3,2.1,6.55
Marlon Mack,RB,IND,@LAC,-110,44.50,6.50,19.00,6900,11.2,1.6,6.51
Kerryon Johnson,RB,DET,@ARI,-115,46.50,-2.50,24.50,7000,14.7,2.1,6.48
Randall Cobb,WR,DAL,NYG,-105,45.50,-7.50,26.50,5000,6.0,1.2,6.17
Tyler Eifert,TE,CIN,@SEA,-110,44.00,9.50,17.25,5200,6.3,1.2,6.05
Kendrick Bourne,WR,SF,@TB,-110,51.00,1.00,25.00,4500,5.9,1.3,5.74
Devin Funchess,WR,IND,@LAC,-110,44.50,6.50,19.00,5600,7.7,1.4,5.65
Eric Ebron,TE,IND,@LAC,-110,44.50,6.50,19.00,5900,7.3,1.2,5.39
Jason Witten,TE,DAL,NYG,-105,45.50,-7.50,26.50,4700,5.5,1.2,5.36
Richie James,WR,SF,@TB,-110,51.00,1.00,25.00,4500,5.6,1.2,5.10
Justin Jackson,RB,LAC,IND,-110,44.50,-6.50,25.50,5900,9.4,1.6,5.05
Blake Jarwin,TE,DAL,NYG,-105,45.50,-7.50,26.50,4000,5.0,1.3,5.03
Tony Pollard,RB,DAL,NYG,-105,45.50,-7.50,26.50,5200,6.4,1.2,4.99
Ronald Jones,RB,TB,SF,-110,51.00,-1.00,26.00,5600,7.8,1.4,4.50
Nyheim Hines,RB,IND,@LAC,-110,44.50,6.50,19.00,5300,8.8,1.7,4.48
Jack Doyle,TE,IND,@LAC,-110,44.50,6.50,19.00,5400,6.3,1.2,4.29
Marvin Jones,WR,DET,@ARI,-115,46.50,-2.50,24.50,6100,9.9,1.6,4.21
Breshad Perriman,WR,TB,SF,-110,51.00,-1.00,26.00,4800,5.9,1.2,4.19
Damion Willis,WR,CIN,@SEA,-110,44.00,9.50,17.25,4500,5.0,1.1,4.16
Cameron Brate,TE,TB,SF,-110,51.00,-1.00,26.00,4800,5.3,1.1,4.05
Giovani Bernard,RB,CIN,@SEA,-110,44.00,9.50,17.25,5200,5.9,1.1,3.73
Christian Kirk,WR,ARI,DET,-105,46.50,2.50,22.00,6000,10.1,1.7,3.48
Andy Dalton,QB,CIN,@SEA,-110,44.00,9.50,17.25,6500,16.0,2.5,3.45
Nick Vannett,TE,SEA,CIN,-110,44.00,-9.50,26.75,4800,2.9,0.6,3.43
C.J. Uzomah,TE,CIN,@SEA,-110,44.00,9.50,17.25,4300,3.9,0.9,3.36
Cody Latimer,WR,NYG,@DAL,-115,45.50,7.50,19.00,5500,5.2,0.9,3.26
Travis Benjamin,WR,LAC,IND,-110,44.50,-6.50,25.50,4900,5.9,1.2,3.25
Dare Ogunbowale,RB,TB,SF,-110,51.00,-1.00,26.00,4500,5.6,1.3,2.55
Larry Fitzgerald,WR,ARI,DET,-105,46.50,2.50,22.00,5900,9.1,1.5,2.49
Ross Dwelley,TE,SF,@TB,-110,51.00,1.00,25.00,4000,2.7,0.7,2.20
Gary Jennings,WR,SEA,CIN,-110,44.00,-9.50,26.75,4500,2.1,0.5,2.09
C.J. Prosise,RB,SEA,CIN,-110,44.00,-9.50,26.75,4500,1.8,0.4,2.04
John Ursua,WR,SEA,CIN,-110,44.00,-9.50,26.75,4500,2.0,0.4,2.02
T.J. Hockenson,TE,DET,@ARI,-115,46.50,-2.50,24.50,4900,5.8,1.2,1.97
Jaron Brown,WR,SEA,CIN,-110,44.00,-9.50,26.75,4500,1.5,0.3,1.62
Jesse James,TE,DET,@ARI,-115,46.50,-2.50,24.50,4000,4.9,1.2,1.50
Rhett Ellison,TE,NYG,@DAL,-115,45.50,7.50,19.00,4000,2.3,0.6,1.42
Kyle Juszczyk,RB,SF,@TB,-110,51.00,1.00,25.00,4600,2.8,0.6,1.36
Virgil Green,TE,LAC,IND,-110,44.50,-6.50,25.50,4000,2.7,0.7,1.34
Dalton Schultz,TE,DAL,NYG,-105,45.50,-7.50,26.50,4000,1.3,0.3,1.23
Kyler Murray,QB,ARI,DET,-105,46.50,2.50,22.00,7300,18.3,2.5,1.22
Tavon Austin,WR,DAL,NYG,-105,45.50,-7.50,26.50,4500,2.1,0.5,1.18
Levine Toilolo,TE,SF,@TB,-110,51.00,1.00,25.00,4000,1.2,0.3,1.09
Danny Amendola,WR,DET,@ARI,-115,46.50,-2.50,24.50,4900,6.1,1.2,1.00
Drew Sample,TE,CIN,@SEA,-110,44.00,9.50,17.25,4000,1.1,0.3,1.00
Mo Alie-Cox,TE,IND,@LAC,-110,44.50,6.50,19.00,4000,2.1,0.5,0.94
C.J. Anderson,RB,DET,@ARI,-115,46.50,-2.50,24.50,5300,7.4,1.4,0.92
Raheem Mostert,RB,SF,@TB,-110,51.00,1.00,25.00,4500,1.9,0.4,0.89
Alex Erickson,WR,CIN,@SEA,-110,44.00,9.50,17.25,4500,2.0,0.4,0.87
Kaden Smith,TE,SF,@TB,-110,51.00,1.00,25.00,4000,0.7,0.2,0.80
Alfred Morris,RB,DAL,NYG,-105,45.50,-7.50,26.50,5400,1.2,0.2,0.75
Chester Rogers,WR,IND,@LAC,-110,44.50,6.50,19.00,4700,2.9,0.6,0.74
Devin Smith,WR,DAL,NYG,-105,45.50,-7.50,26.50,4500,1.2,0.3,0.73
Tanner Hudson,TE,TB,SF,-110,51.00,-1.00,26.00,4000,0.9,0.2,0.64
Parris Campbell,WR,IND,@LAC,-110,44.50,6.50,19.00,5000,2.5,0.5,0.63
Charles Clay,TE,ARI,DET,-105,46.50,2.50,22.00,4200,3.7,0.9,0.56
Justin Watson,WR,TB,SF,-110,51.00,-1.00,26.00,4500,1.7,0.4,0.54
Wayne Gallman,RB,NYG,@DAL,-115,45.50,7.50,19.00,4500,2.3,0.5,0.52
Darius Slayton,WR,NYG,@DAL,-115,45.50,7.50,19.00,4500,1.6,0.3,0.50
Dontrelle Inman,WR,LAC,IND,-110,44.50,-6.50,25.50,4500,2.2,0.5,0.48
Deon Cain,WR,IND,@LAC,-110,44.50,6.50,19.00,4500,2.1,0.5,0.42
Bobo Wilson,WR,TB,SF,-110,51.00,-1.00,26.00,4500,1.2,0.3,0.38
Jordan Wilkins,RB,IND,@LAC,-110,44.50,6.50,19.00,4600,2.6,0.6,0.36
Trayveon Williams,RB,CIN,@SEA,-110,44.00,9.50,17.25,4500,0.4,0.1,0.34
Matthew Stafford,QB,DET,@ARI,-115,46.50,-2.50,24.50,6600,16.3,2.5,0.31
Samaje Perine,RB,CIN,@SEA,-110,44.00,9.50,17.25,4500,0.2,0.0,0.30
Bennie Fowler,WR,NYG,@DAL,-115,45.50,7.50,19.00,4500,0.8,0.2,0.29
Geremy Davis,WR,LAC,IND,-110,44.50,-6.50,25.50,4500,1.4,0.3,0.27
T.J. Logan,RB,TB,SF,-110,51.00,-1.00,26.00,4500,0.9,0.2,0.24
Russell Shepard,WR,NYG,@DAL,-115,45.50,7.50,19.00,4500,0.5,0.1,0.23
Troymaine Pope,RB,LAC,IND,-110,44.50,-6.50,25.50,4500,1.6,0.4,0.22
Scott Miller,WR,TB,SF,-110,51.00,-1.00,26.00,4500,0.5,0.1,0.22
Cody Core,WR,NYG,@DAL,-115,45.50,7.50,19.00,4800,0.2,0.1,0.22
Trent Sherfield,WR,ARI,DET,-105,46.50,2.50,22.00,4500,4.3,1.0,0.21
Jacoby Brissett,QB,IND,@LAC,-110,44.50,6.50,19.00,6000,14.0,2.3,0.20
Maxx Williams,TE,ARI,DET,-105,46.50,2.50,22.00,4100,2.5,0.6,0.20
KeeSean Johnson,WR,ARI,DET,-105,46.50,2.50,22.00,4900,4.1,0.8,0.18
Zach Pascal,WR,IND,@LAC,-110,44.50,6.50,19.00,4500,1.0,0.2,0.18
Paul Perkins,RB,NYG,@DAL,-115,45.50,7.50,19.00,4700,0.4,0.1,0.17
Eli Manning,QB,NYG,@DAL,-115,45.50,7.50,19.00,6400,13.0,2.0,0.11
Andy Isabella,WR,ARI,DET,-105,46.50,2.50,22.00,4600,3.1,0.7,0.07
Chase Edmonds,RB,ARI,DET,-105,46.50,2.50,22.00,5100,3.5,0.7,0.04
J.D. McKissic,RB,DET,@ARI,-115,46.50,-2.50,24.50,4500,2.0,0.4,0.03
Chris Lacy,WR,DET,@ARI,-115,46.50,-2.50,24.50,4500,1.4,0.3,0.02
Michael Crabtree,WR,ARI,DET,-105,46.50,2.50,22.00,4600,1.7,0.4,0.01
Travis Fulgham,WR,DET,@ARI,-115,46.50,-2.50,24.50,4500,1.1,0.2,0.01
Ty Johnson,RB,DET,@ARI,-115,46.50,-2.50,24.50,4500,0.7,0.2,0.01
D.J. Foster,RB,ARI,DET,-105,46.50,2.50,22.00,4500,0.8,0.2,0.00
