PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,OWN%
Christian Kirk,WR,ARI,@BAL,-115,46.00,13.00,16.50,4500,10.8,2.4,3.63
Mark Andrews,TE,BAL,ARI,-105,46.00,-13.00,29.50,3800,9.2,2.4,3.53
Mohamed Sanu,WR,ATL,PHI,-110,52.50,1.50,25.50,4500,10.5,2.3,3.46
Miles Sanders,RB,PHI,@ATL,-110,52.50,-1.50,27.00,4100,9.6,2.3,3.46
Austin Hooper,TE,ATL,PHI,-110,52.50,1.50,25.50,3100,9.9,3.2,3.43
Willie Snead,WR,BAL,ARI,-105,46.00,-13.00,29.50,4500,8.3,1.9,3.43
George Kittle,TE,SF,@CIN,-110,45.50,2.00,21.75,6800,12.7,1.9,3.42
Derrick Henry,RB,TEN,IND,-120,43.50,-3.00,23.25,6000,14.4,2.4,3.37
John Brown,WR,BUF,@NYG,-110,44.00,-1.50,22.75,5200,12.6,2.4,3.36
KeeSean Johnson,WR,ARI,@BAL,-115,46.00,13.00,16.50,3100,8.6,2.8,3.33
Derek Carr,QB,OAK,KC,-115,53.50,7.00,23.25,5100,22.3,4.4,3.24
Devin Singletary,RB,BUF,@NYG,-110,44.00,-1.50,22.75,4200,11.5,2.7,3.24
Jamison Crowder,WR,NYJ,CLE,-110,44.00,6.50,18.75,4700,12.6,2.7,3.21
Deebo Samuel,WR,SF,@CIN,-110,45.50,2.00,21.75,3700,9.1,2.5,3.19
