PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,OWN%
George Kittle,TE,SF,@TB,-110,51.00,1.00,25.00,6600,16.0,2.4,4.54
Latavius Murray,RB,NO,HOU,-105,52.50,-7.00,29.75,4100,10.5,2.6,4.48
Curtis Samuel,WR,CAR,LAR,-110,50.00,1.50,24.25,4200,12.3,2.9,4.43
Kenny Golladay,WR,DET,@ARI,-115,46.50,-2.50,24.50,6300,15.1,2.4,4.40
D.J. Moore,WR,CAR,LAR,-110,50.00,1.50,24.25,5500,13.7,2.5,4.40
Josh Gordon,WR,NE,PIT,-110,49.00,-5.50,27.25,5500,13.0,2.4,4.40
Mike Williams,WR,LAC,IND,-110,44.50,-6.50,25.50,5300,13.4,2.5,4.35
Kirk Cousins,QB,MIN,ATL,-110,47.50,-4.00,25.75,5500,19.8,3.6,4.33
Sterling Shepard,WR,NYG,@DAL,-115,45.50,7.50,19.00,5000,12.9,2.6,4.29
Tom Brady,QB,NE,PIT,-110,49.00,-5.50,27.25,6000,19.1,3.2,4.24
Ben Roethlisberger,QB,PIT,@NE,-110,49.00,5.50,21.75,6300,19.4,3.1,4.23
