PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,OWN%
Donte Moncrief,WR,PIT,@NE,-110,49.00,5.50,21.75,4400,10.9,2.5,4.21
Derrius Guice,RB,WAS,@PHI,-110,45.00,10.00,17.50,4400,10.8,2.5,4.20
DeSean Jackson,WR,PHI,WAS,-110,45.00,-10.00,27.50,4500,10.9,2.4,4.11
Jimmy Garoppolo,QB,SF,@TB,-110,51.00,1.00,25.00,5800,19.6,3.4,4.09
Nelson Agholor,WR,PHI,WAS,-110,45.00,-10.00,27.50,3900,10.2,2.6,4.07
Jalen Richard,RB,OAK,DEN,-110,43.00,2.50,20.25,3500,12.5,3.6,4.04
Rashard Higgins,WR,CLE,TEN,-110,45.50,-5.50,25.50,3200,10.1,3.2,3.97
Jarvis Landry,WR,CLE,TEN,-110,45.50,-5.50,25.50,5600,13.1,2.3,3.94
Peyton Barber,RB,TB,SF,-110,51.00,-1.00,26.00,4000,11.2,2.8,3.93
Dante Pettis,WR,SF,@TB,-110,51.00,1.00,25.00,5400,11.3,2.1,3.92
Dion Lewis,RB,TEN,@CLE,-110,45.50,5.50,20.00,4700,10.5,2.2,3.92
Jared Goff,QB,LAR,@CAR,-110,50.00,-1.50,25.75,6200,23.6,3.8,3.85
John Ross,WR,CIN,@SEA,-110,44.00,9.50,17.25,3900,10.2,2.6,3.81
Tre'Quan Smith,WR,NO,HOU,-105,52.50,-7.00,29.75,3900,9.3,2.4,3.79
Deebo Samuel,WR,SF,@TB,-110,51.00,1.00,25.00,4000,10.0,2.5,3.78
Adam Humphries,WR,TEN,@CLE,-110,45.50,5.50,20.00,4000,9.9,2.5,3.78
Travis Kelce,TE,KC,@JAX,-120,51.50,-3.00,27.25,7100,17.0,2.4,3.76
Marquise Goodwin,WR,SF,@TB,-110,51.00,1.00,25.00,4000,9.9,2.5,3.75
Cam Newton,QB,CAR,LAR,-110,50.00,1.50,24.25,6500,20.6,3.2,3.70
Hunter Henry,TE,LAC,IND,-110,44.50,-6.50,25.50,3900,12.8,3.3,3.67
Kenny Stills,WR,HOU,@NO,-115,52.50,7.00,22.75,4000,9.2,2.3,3.67
Jared Cook,TE,NO,HOU,-105,52.50,-7.00,29.75,4500,11.7,2.6,3.65
Matt Ryan,QB,ATL,@MIN,-110,47.50,4.00,21.75,6100,19.2,3.2,3.64
Philip Rivers,QB,LAC,IND,-110,44.50,-6.50,25.50,5900,19.2,3.3,3.63
Damien Williams,RB,KC,@JAX,-120,51.50,-3.00,27.25,6300,16.0,2.5,3.63
Paul Richardson,WR,WAS,@PHI,-110,45.00,10.00,17.50,3900,9.5,2.4,3.60
Calvin Ridley,WR,ATL,@MIN,-110,47.50,4.00,21.75,5100,12.5,2.5,3.41
T.Y. Hilton,WR,IND,@LAC,-110,44.50,6.50,19.00,6600,12.8,1.9,3.37
Sammy Watkins,WR,KC,@JAX,-120,51.50,-3.00,27.25,5000,12.9,2.6,3.36
O.J. Howard,TE,TB,SF,-110,51.00,-1.00,26.00,5000,12.9,2.6,3.36
Will Dissly,TE,SEA,CIN,-110,44.00,-9.50,26.75,2900,8.6,3.0,3.35
Kyle Rudolph,TE,MIN,ATL,-110,47.50,-4.00,25.75,3300,10.2,3.1,3.34
Delanie Walker,TE,TEN,@CLE,-110,45.50,5.50,20.00,3500,10.3,3.0,3.33
Vance McDonald,TE,PIT,@NE,-110,49.00,5.50,21.75,4000,10.9,2.7,3.26
Le'Veon Bell,RB,NYJ,BUF,-115,40.50,-2.50,21.50,7100,18.9,2.7,3.21
Evan Engram,TE,NYG,@DAL,-115,45.50,7.50,19.00,4800,12.7,2.7,3.19
Phillip Lindsay,RB,DEN,@OAK,-110,43.00,-2.50,22.75,5300,13.5,2.6,3.16
Marvin Jones,WR,DET,@ARI,-115,46.50,-2.50,24.50,4800,12.2,2.5,3.15
Jordan Howard,RB,PHI,WAS,-110,45.00,-10.00,27.50,4200,9.5,2.3,3.10
David Njoku,TE,CLE,TEN,-110,45.50,-5.50,25.50,3700,11.3,3.1,3.01
Tyrell Williams,WR,OAK,DEN,-110,43.00,2.50,20.25,4500,12.5,2.8,3.00
Chris Thompson,RB,WAS,@PHI,-110,45.00,10.00,17.50,3500,8.3,2.4,2.98
Josh Doctson,WR,MIN,ATL,-110,47.50,-4.00,25.75,3900,8.8,2.3,2.88
Nyheim Hines,RB,IND,@LAC,-110,44.50,6.50,19.00,3900,10.5,2.7,2.80
Austin Hooper,TE,ATL,@MIN,-110,47.50,4.00,21.75,3200,10.2,3.2,2.80
Justin Jackson,RB,LAC,IND,-110,44.50,-6.50,25.50,4000,10.3,2.6,2.74
Emmanuel Sanders,WR,DEN,@OAK,-110,43.00,-2.50,22.75,5300,12.4,2.3,2.73
Carlos Hyde,RB,HOU,@NO,-115,52.50,7.00,22.75,4100,8.1,2.0,2.71
Christian Kirk,WR,ARI,DET,-105,46.50,2.50,22.00,4700,12.2,2.6,2.69
Dallas Goedert,TE,PHI,WAS,-110,45.00,-10.00,27.50,2900,8.1,2.8,2.66
Kendrick Bourne,WR,SF,@TB,-110,51.00,1.00,25.00,3000,7.4,2.5,2.65
Miles Sanders,RB,PHI,WAS,-110,45.00,-10.00,27.50,3900,8.5,2.2,2.62
Andy Dalton,QB,CIN,@SEA,-110,44.00,9.50,17.25,5000,16.2,3.2,2.59
Ted Ginn,WR,NO,HOU,-105,52.50,-7.00,29.75,4200,8.0,1.9,2.59
Marlon Mack,RB,IND,@LAC,-110,44.50,6.50,19.00,5600,12.0,2.2,2.58
Sony Michel,RB,NE,PIT,-110,49.00,-5.50,27.25,5900,11.4,1.9,2.58
Mohamed Sanu,WR,ATL,@MIN,-110,47.50,4.00,21.75,4600,10.7,2.3,2.58
Jordan Reed,TE,WAS,@PHI,-110,45.00,10.00,17.50,3600,8.7,2.4,2.58
Josh Jacobs,RB,OAK,DEN,-110,43.00,2.50,20.25,5200,13.3,2.6,2.56
Devin Funchess,WR,IND,@LAC,-110,44.50,6.50,19.00,4000,9.6,2.4,2.53
Greg Olsen,TE,CAR,LAR,-110,50.00,1.50,24.25,3200,9.4,2.9,2.53
Cooper Kupp,WR,LAR,@CAR,-110,50.00,-1.50,25.75,5700,11.1,2.0,2.51
Hunter Renfrow,WR,OAK,DEN,-110,43.00,2.50,20.25,3600,10.5,2.9,2.48
Trey Quinn,WR,WAS,@PHI,-110,45.00,10.00,17.50,3400,7.6,2.2,2.48
John Brown,WR,BUF,@NYJ,-105,40.50,2.50,19.00,4300,10.5,2.4,2.45
Mark Ingram,RB,BAL,@MIA,-110,38.50,-6.50,22.50,5100,14.1,2.8,2.42
Robby Anderson,WR,NYJ,BUF,-115,40.50,-2.50,21.50,5200,13.3,2.6,2.37
Phillip Dorsett,WR,NE,PIT,-110,49.00,-5.50,27.25,3100,7.8,2.5,2.34
Ryan Grant,WR,OAK,DEN,-110,43.00,2.50,20.25,3000,9.2,3.1,2.28
Nick Foles,QB,JAX,KC,100,51.50,3.00,24.25,5300,17.1,3.2,2.26
Matt LaCosse,TE,NE,PIT,-110,49.00,-5.50,27.25,2800,7.7,2.8,2.25
Marcus Mariota,QB,TEN,@CLE,-110,45.50,5.50,20.00,5200,16.4,3.2,2.24
Tyler Eifert,TE,CIN,@SEA,-110,44.00,9.50,17.25,3100,7.7,2.5,2.20
Kyler Murray,QB,ARI,DET,-105,46.50,2.50,22.00,5600,18.5,3.3,2.19
Ronald Jones,RB,TB,SF,-110,51.00,-1.00,26.00,3900,8.7,2.2,2.18
Richie James,WR,SF,@TB,-110,51.00,1.00,25.00,3000,6.8,2.3,2.18
Devin Singletary,RB,BUF,@NYJ,-105,40.50,2.50,19.00,3600,9.2,2.6,2.17
Demaryius Thomas,WR,NE,PIT,-110,49.00,-5.50,27.25,3700,8.2,2.2,2.17
Larry Fitzgerald,WR,ARI,DET,-105,46.50,2.50,22.00,4900,11.4,2.3,2.14
DK Metcalf,WR,SEA,CIN,-110,44.00,-9.50,26.75,4000,6.7,1.7,2.14
Courtland Sutton,WR,DEN,@OAK,-110,43.00,-2.50,22.75,4700,10.8,2.3,2.13
Darren Waller,TE,OAK,DEN,-110,43.00,2.50,20.25,3000,9.3,3.1,2.11
Gerald Everett,TE,LAR,@CAR,-110,50.00,-1.50,25.75,2900,8.1,2.8,2.10
Jamison Crowder,WR,NYJ,BUF,-115,40.50,-2.50,21.50,4100,11.5,2.8,2.08
Vernon Davis,TE,WAS,@PHI,-110,45.00,10.00,17.50,2700,6.4,2.4,2.04
Royce Freeman,RB,DEN,@OAK,-110,43.00,-2.50,22.75,4200,10.2,2.4,2.03
Jason Witten,TE,DAL,NYG,-105,45.50,-7.50,26.50,3000,6.8,2.3,2.02
Eric Ebron,TE,IND,@LAC,-110,44.50,6.50,19.00,4100,9.0,2.2,2.01
Jaylen Samuels,RB,PIT,@NE,-110,49.00,5.50,21.75,3800,7.3,1.9,1.97
