"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"38185-45229","RB","Kareem","Kareem Hunt","Hunt","19.745454268022016","11","4500","TEN@CLE","CLE","TEN","O","Suspension","","",""
"38185-69295","WR","Byron","Byron Pringle","Pringle","0","0","4500","KC@JAC","KC","JAC","","","","",""
"38185-96942","WR","Keelan","Keelan Doss","Doss","0","0","4500","KC@JAC","JAC","KC","","","","",""
"38185-25267","WR","Mack","Mack Hollins","Hollins","0","0","4500","WAS@PHI","PHI","WAS","","","","",""
"38185-52916","WR","Russell","Russell Gage","Gage","1.8600000381469726","5","4500","ATL@MIN","ATL","MIN","","","","",""
"38185-58041","RB","Mike","Mike Boone","Boone","0.9666666984558105","6","4500","ATL@MIN","MIN","ATL","","","","",""
"38185-71355","RB","Elijah","Elijah Holyfield","Holyfield","0","0","4500","LAR@CAR","CAR","LAR","","","","",""
"38185-61631","WR","Olabisi","Olabisi Johnson","Johnson","0","0","4500","ATL@MIN","MIN","ATL","","","","",""
"38185-68800","WR","Jaleel","Jaleel Scott","Scott","0","0","4500","BAL@MIA","BAL","MIA","","","","",""
"38185-30403","WR","Chris","Chris Conley","Conley","5.0266667683919275","15","4500","KC@JAC","JAC","KC","","","","",""
"38185-83140","RB","Christopher","Christopher Ezeala","Ezeala","0","0","4500","BAL@MIA","BAL","MIA","","","","",""
"38185-57543","RB","D'Ernest","D'Ernest Johnson","Johnson","0","0","4500","TEN@CLE","CLE","TEN","","","","",""
"38185-54472","WR","Cam","Cam Sims","Sims","0","0","4500","WAS@PHI","WAS","PHI","","","","",""
"38185-45791","WR","Rashard","Rashard Higgins","Higgins","7.592307457557092","13","4500","TEN@CLE","CLE","TEN","","","","",""
"38185-40164","WR","Shelton","Shelton Gibson","Gibson","1.3250000476837158","4","4500","TEN@CLE","CLE","TEN","","","","",""
"38185-64744","RB","Josh","Josh Adams","Adams","6.533333460489909","12","4500","BUF@NYJ","NYJ","BUF","","","","",""
"38185-56041","RB","Khari","Khari Blasingame","Blasingame","0","0","4500","ATL@MIN","MIN","ATL","","","","",""
"38185-11504","WR","Andre","Andre Roberts","Roberts","1.931249976158142","16","4500","BUF@NYJ","BUF","NYJ","Q","Quadriceps","","",""
"38185-45299","RB","David","David Fluellen","Fluellen","0.800000011920929","2","4500","TEN@CLE","TEN","CLE","","","","",""
"38185-48371","WR","Robert","Robert Davis","Davis","0","0","4500","WAS@PHI","WAS","PHI","","","","",""
"38185-94453","RB","Darwin","Darwin Thompson","Thompson","0","0","4500","KC@JAC","KC","JAC","","","","",""
"38185-44280","WR","JoJo","JoJo Natson","Natson","-0.16666666666666666","12","4500","LAR@CAR","LAR","CAR","","","","",""
"38185-54010","RB","Brian","Brian Hill","Hill","3.0200000762939454","5","4500","ATL@MIN","ATL","MIN","","","","",""
