"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"37435-6840","RB","Frank","Frank Gore","Gore","6.899999891008649","14","4900","BUF@NYJ","BUF","NYJ","","","","",""
"37435-53097","WR","Josh","Josh Reynolds","Reynolds","7.125","12","4900","LAR@CAR","LAR","CAR","","","","",""
"37435-57208","WR","KeeSean","KeeSean Johnson","Johnson","0","0","4900","DET@ARI","ARI","DET","","","","",""
"37435-8117","WR","Danny","Danny Amendola","Amendola","6.5279998779296875","15","4900","DET@ARI","DET","ARI","","","","",""
"37435-56265","TE","Mike","Mike Gesicki","Gesicki","2.085714340209961","14","4900","BAL@MIA","MIA","BAL","","","","",""
"37435-57299","TE","Gerald","Gerald Everett","Everett","4.673333231608073","15","4900","LAR@CAR","LAR","CAR","","","","",""
"37435-26610","WR","Paul","Paul Richardson Jr.","Richardson Jr.","7.014285496303013","7","4900","WAS@PHI","WAS","PHI","","","","",""
"37435-40167","RB","Gus","Gus Edwards","Edwards","8.0727275501598","11","4800","BAL@MIA","BAL","MIA","","","","",""
"37435-38264","WR","Demarcus","Demarcus Robinson","Robinson","4.557142802647182","14","4800","KC@JAC","KC","JAC","","","","",""
"37435-64907","WR","JJ","JJ Arcega-Whiteside","Arcega-Whiteside","0","0","4800","WAS@PHI","PHI","WAS","","","","",""
"37435-44449","WR","Willie","Willie Snead IV","Snead IV","7.385714394705636","14","4800","BAL@MIA","BAL","MIA","","","","",""
"37435-34295","WR","Breshad","Breshad Perriman","Perriman","5.420000076293945","10","4800","SF@TB","TB","SF","","","","",""
"37435-54782","TE","Cameron","Cameron Brate","Brate","5.193333435058594","15","4800","SF@TB","TB","SF","","","","",""
"37435-52808","RB","Dontrell","Dontrell Hilliard","Hilliard","1.4","10","4800","TEN@CLE","CLE","TEN","","","","",""
"37435-52897","RB","Darrel","Darrel Williams","Williams","4.866666793823242","3","4800","KC@JAC","KC","JAC","","","","",""
"37435-22288","WR","Cole","Cole Beasley","Beasley","7.356249809265137","16","4800","BUF@NYJ","BUF","NYJ","","","","",""
"37435-31524","WR","Cody","Cody Core","Core","3.05","10","4800","NYG@DAL","NYG","DAL","","","","",""
"37435-43912","WR","Chad","Chad Beebe","Beebe","2.950000047683716","2","4800","ATL@MIN","MIN","ATL","","","","",""
"37435-28570","TE","Nick","Nick Vannett","Vannett","3.9600001017252606","15","4800","CIN@SEA","SEA","CIN","","","","",""
"37435-40977","TE","Ricky","Ricky Seals-Jones","Seals-Jones","3.8199999491373697","15","4700","TEN@CLE","CLE","TEN","","","","",""
"37435-55366","RB","Qadree","Qadree Ollison","Ollison","0","0","4700","ATL@MIN","ATL","MIN","","","","",""
"37435-79998","WR","Keelan","Keelan Cole","Cole","5.392307574932392","13","4700","KC@JAC","JAC","KC","","","","",""
"37435-29866","RB","Paul","Paul Perkins","Perkins","0","0","4700","NYG@DAL","NYG","DAL","","","","",""
"37435-12530","D","Dallas","Dallas Cowboys","Cowboys","6.125","16","4700","NYG@DAL","DAL","NYG","","","","",""
"37435-43413","RB","Kenneth","Kenneth Dixon","Dixon","8.566666920979818","6","4700","BAL@MIA","BAL","MIA","","","","",""
"37435-43416","WR","Trent","Trent Taylor","Taylor","3.269230769230769","13","4700","SF@TB","SF","TB","O","Foot","","",""
"37435-6641","TE","Jason","Jason Witten","Witten","0","0","4700","NYG@DAL","DAL","NYG","","","","",""
"37435-22054","WR","Jarius","Jarius Wright","Wright","4.756249904632568","16","4700","LAR@CAR","CAR","LAR","","","","",""
"37435-38509","RB","Wendell","Wendell Smallwood","Smallwood","7.953846271221455","13","4700","WAS@PHI","WAS","PHI","","","","",""
"37435-31406","RB","Alfred","Alfred Blue","Blue","5.456250190734863","16","4700","KC@JAC","JAC","KC","IR","Ankle","","",""
"37435-70372","WR","Chester","Chester Rogers","Rogers","5.662499904632568","16","4700","IND@LAC","IND","LAC","","","","",""
"37435-63383","RB","Jordan","Jordan Scarlett","Scarlett","0","0","4700","LAR@CAR","CAR","LAR","","","","",""
"37435-64585","TE","Dawson","Dawson Knox","Knox","0","0","4600","BUF@NYJ","BUF","NYJ","","","","",""
"37435-83091","RB","Trenton","Trenton Cannon","Cannon","3.6545455239035864","11","4600","BUF@NYJ","NYJ","BUF","","","","",""
"37435-84122","RB","Detrez","Detrez Newsome","Newsome","2.6000000635782876","3","4600","IND@LAC","LAC","IND","","","","",""
"37435-12545","D","Philadelphia","Philadelphia Eagles","Eagles","6.0625","16","4600","WAS@PHI","PHI","WAS","","","","",""
"37435-31061","RB","T.J.","T.J. Yeldon","Yeldon","10.400000435965401","14","4600","BUF@NYJ","BUF","NYJ","","","","",""
"37435-14704","WR","Chris","Chris Hogan","Hogan","5.913333129882813","15","4600","LAR@CAR","CAR","LAR","","","","",""
"37435-38269","RB","Cameron","Cameron Artis-Payne","Artis-Payne","3.9749999046325684","4","4600","LAR@CAR","CAR","LAR","","","","",""
"37435-39428","RB","Kyle","Kyle Juszczyk","Juszczyk","3.493333435058594","15","4600","SF@TB","SF","TB","","","","",""
"37435-64175","WR","Hakeem","Hakeem Butler","Butler","0","0","4600","DET@ARI","ARI","DET","IR","Hand","","",""
"37435-7972","RB","Darren","Darren Sproles","Sproles","8.916666666666666","6","4600","WAS@PHI","PHI","WAS","","","","",""
"37435-72515","TE","Ian","Ian Thomas","Thomas","6.329999923706055","10","4600","LAR@CAR","CAR","LAR","","","","",""
"37435-41867","RB","Jordan","Jordan Wilkins","Wilkins","4.007692190317007","13","4600","IND@LAC","IND","LAC","Q","Foot","","",""
"37435-63419","WR","Andy","Andy Isabella","Isabella","0","0","4600","DET@ARI","ARI","DET","","","","",""
"37435-104449","WR","Joe","Joe Horn Jr.","Horn Jr.","0","0","4500","BAL@MIA","BAL","MIA","","","","",""
"37435-72707","WR","Reece","Reece Horn","Horn","0","0","4500","BAL@MIA","MIA","BAL","","","","",""
"37435-54280","WR","Duke","Duke Williams","Williams","0","0","4500","BUF@NYJ","BUF","NYJ","","","","",""
"37435-92168","WR","Damion","Damion Willis","Willis","0","0","4500","CIN@SEA","CIN","SEA","","","","",""
"37435-24589","WR","Jaron","Jaron Brown","Brown","5.3599998474121096","10","4500","CIN@SEA","SEA","CIN","Q","Toe","","",""
"37435-63512","WR","T.J.","T.J. Rahming","Rahming","0","0","4500","BAL@MIA","MIA","BAL","","","","",""
"37435-61468","WR","Juwan","Juwan Foggie","Foggie","0","0","4500","BUF@NYJ","BUF","NYJ","","","","",""
"37435-14372","WR","Aldrick","Aldrick Robinson","Robinson","4.399999891008649","14","4500","LAR@CAR","CAR","LAR","","","","",""
"37435-56356","WR","Isaiah","Isaiah Ford","Ford","0","1","4500","BAL@MIA","MIA","BAL","","","","",""
"37435-56358","WR","Cam","Cam Phillips","Phillips","1.399999976158142","1","4500","BUF@NYJ","BUF","NYJ","","","","",""
"37435-24621","WR","Charone","Charone Peake","Peake","1.1666666666666667","3","4500","BUF@NYJ","NYJ","BUF","","","","",""
"37435-70705","TE","Trevon","Trevon Wesco","Wesco","0","0","4500","BUF@NYJ","NYJ","BUF","","","","",""
"37435-62519","WR","Tre","Tre McBride","McBride","0","0","4500","KC@JAC","JAC","KC","","","","",""
"37435-64575","RB","Derrick","Derrick Gore","Gore","0","0","4500","IND@LAC","LAC","IND","","","","",""
"37435-44103","RB","Elijah","Elijah McGuire","McGuire","9.550000190734863","8","4500","TEN@CLE","CLE","TEN","","","","",""
"37435-28744","RB","Raheem","Raheem Mostert","Mostert","5.933333079020183","6","4500","SF@TB","SF","TB","","","","",""
"37435-64588","WR","DaMarkus","DaMarkus Lodge","Lodge","0","0","4500","SF@TB","TB","SF","","","","",""
"37435-79972","WR","Chad","Chad Williams","Williams","3.25","10","4500","IND@LAC","IND","LAC","","","","",""
"37435-24682","RB","Andre","Andre Ellington","Ellington","0","0","4500","SF@TB","TB","SF","","","","",""
"37435-79983","RB","De'Angelo","De'Angelo Henderson","Henderson","-0.10000000149011612","1","4500","ATL@MIN","MIN","ATL","","","","",""
"37435-79982","RB","Alex","Alex Armah","Armah","1.8125","8","4500","LAR@CAR","CAR","LAR","","","","",""
"37435-64625","RB","Matt","Matt Colburn","Colburn","0","0","4500","LAR@CAR","LAR","CAR","","","","",""
"37435-61555","WR","David","David Sills V","Sills V","0","0","4500","NYG@DAL","NYG","DAL","","","","",""
"37435-30837","WR","Jordan","Jordan Matthews","Matthews","4.7272727272727275","11","4500","SF@TB","SF","TB","","","","",""
"37435-55414","WR","Cody","Cody Thompson","Thompson","0","0","4500","KC@JAC","KC","JAC","","","","",""
"37435-52345","WR","Brandon","Brandon Powell","Powell","3.133333206176758","6","4500","ATL@MIN","ATL","MIN","","","","",""
"37435-55417","WR","Jon'Vea","Jon'Vea Johnson","Johnson","0","0","4500","NYG@DAL","DAL","NYG","IR","Shoulder","","",""
"37435-64634","WR","Alex","Alex Bachman","Bachman","0","0","4500","LAR@CAR","LAR","CAR","","","","",""
"37435-31874","RB","Kenneth","Kenneth Farrow","Farrow","0","0","4500","BAL@MIA","MIA","BAL","","","","",""
"37435-61570","RB","Chandler","Chandler Cox","Cox","0","0","4500","BAL@MIA","MIA","BAL","","","","",""
"37435-64646","WR","Felton","Felton Davis","Davis","0","0","4500","KC@JAC","KC","JAC","","","","",""
"37435-83083","WR","Justin","Justin Watson","Watson","0.3333333333333333","3","4500","SF@TB","TB","SF","","","","",""
"37435-24718","WR","Max","Max McCaffrey","McCaffrey","0","0","4500","SF@TB","SF","TB","","","","",""
"37435-53390","WR","Zach","Zach Pascal","Pascal","4.099999941312349","13","4500","IND@LAC","IND","LAC","","","","",""
"37435-83086","WR","Reece","Reece Fountain","Fountain","0","0","4500","IND@LAC","IND","LAC","IR","Ankle","","",""
"37435-47249","WR","Darvin","Darvin Kidsy Jr.","Kidsy Jr.","1.2999999523162842","1","4500","WAS@PHI","WAS","PHI","","","","",""
"37435-62616","RB","Zach","Zach Zenner","Zenner","6.699999809265137","8","4500","DET@ARI","DET","ARI","","","","",""
"37435-28827","RB","Dare","Dare Ogunbowale","Ogunbowale","0","1","4500","SF@TB","TB","SF","","","","",""
"37435-84124","WR","J.J.","J.J. Jones","Jones","-0.30000001192092896","4","4500","BUF@NYJ","NYJ","BUF","","","","",""
"37435-86172","WR","Nick","Nick Easley","Easley","0","0","4500","BUF@NYJ","BUF","NYJ","","","","",""
"37435-80030","WR","Krishawn","Krishawn Hogan","Hogan","0","0","4500","IND@LAC","IND","LAC","","","","",""
"37435-25760","WR","Allen","Allen Hurns","Hurns","3.9615384615384617","13","4500","BAL@MIA","MIA","BAL","","","","",""
"37435-46244","RB","Donnel","Donnel Pumphrey","Pumphrey","0","0","4500","WAS@PHI","PHI","WAS","","","","",""
"37435-52391","WR","Jalen","Jalen Harvey","Harvey","0","0","4500","CIN@SEA","SEA","CIN","","","","",""
"37435-84137","WR","Deontez","Deontez Alexander","Alexander","0","0","4500","DET@ARI","DET","ARI","","","","",""
"37435-65706","WR","Deontay","Deontay Burnett","Burnett","3.8599998474121096","5","4500","BUF@NYJ","NYJ","BUF","","","","",""
"37435-45229","RB","Kareem","Kareem Hunt","Hunt","19.745454268022016","11","4500","TEN@CLE","CLE","TEN","O","Suspension","","",""
"37435-83122","WR","Dorren","Dorren Miller","Miller","0","0","4500","WAS@PHI","PHI","WAS","","","","",""
"37435-52405","WR","Jalen","Jalen Hurd","Hurd","0","0","4500","SF@TB","SF","TB","D","Back","","",""
"37435-52410","WR","Josh","Josh Malone","Malone","0.5666666825612386","3","4500","BUF@NYJ","NYJ","BUF","","","","",""
"37435-52414","WR","Jonathan","Jonathan Lloyd","Lloyd","0","0","4500","LAR@CAR","LAR","CAR","","","","",""
"37435-61631","WR","Olabisi","Olabisi Johnson","Johnson","0","0","4500","ATL@MIN","MIN","ATL","","","","",""
"37435-68800","WR","Jaleel","Jaleel Scott","Scott","0","0","4500","BAL@MIA","BAL","MIA","","","","",""
"37435-83136","WR","Jalen","Jalen Tolliver","Tolliver","1.7333332697550456","3","4500","KC@JAC","KC","JAC","","","","",""
"37435-83140","RB","Christopher","Christopher Ezeala","Ezeala","0","0","4500","BAL@MIA","BAL","MIA","","","","",""
"37435-57543","RB","D'Ernest","D'Ernest Johnson","Johnson","0","0","4500","TEN@CLE","CLE","TEN","","","","",""
"37435-54472","WR","Cam","Cam Sims","Sims","0","0","4500","WAS@PHI","WAS","PHI","","","","",""
"37435-41164","WR","Andre","Andre Levrone","Levrone","0","0","4500","LAR@CAR","CAR","LAR","","","","",""
"37435-40148","WR","Ishmael","Ishmael Hyman","Hyman","0","0","4500","TEN@CLE","CLE","TEN","","","","",""
"37435-28890","RB","Derek","Derek Watt","Watt","0.44999998807907104","4","4500","IND@LAC","LAC","IND","","","","",""
"37435-57565","RB","Austin","Austin Walter","Walter","0","0","4500","SF@TB","SF","TB","","","","",""
"37435-95455","WR","D.J.","D.J. Montgomery","Montgomery","0","0","4500","TEN@CLE","CLE","TEN","IR","Hamstring","","",""
"37435-40162","RB","Elijah","Elijah Wellman","Wellman","0","0","4500","WAS@PHI","WAS","PHI","","","","",""
"37435-52451","RB","Samaje","Samaje Perine","Perine","1.2999999523162842","4","4500","CIN@SEA","CIN","SEA","","","","",""
"37435-40164","WR","Shelton","Shelton Gibson","Gibson","1.3250000476837158","4","4500","TEN@CLE","CLE","TEN","","","","",""
"37435-93413","WR","Terry","Terry Wright","Wright","0","0","4500","CIN@SEA","SEA","CIN","","","","",""
"37435-69860","RB","Trayveon","Trayveon Williams","Williams","0","0","4500","CIN@SEA","CIN","SEA","Q","Foot","","",""
"37435-102630","WR","Bryant","Bryant Mitchell","Mitchell","0","0","4500","SF@TB","TB","SF","IR","Achilles","","",""
"37435-64744","RB","Josh","Josh Adams","Adams","6.533333460489909","12","4500","BUF@NYJ","NYJ","BUF","","","","",""
"37435-93419","WR","Isaac","Isaac Zico","Zico","0","0","4500","DET@ARI","ARI","DET","","","","",""
"37435-28907","WR","Alex","Alex Erickson","Erickson","1.681249976158142","16","4500","CIN@SEA","CIN","SEA","","","","",""
"37435-11504","WR","Andre","Andre Roberts","Roberts","1.931249976158142","16","4500","BUF@NYJ","BUF","NYJ","Q","Quadriceps","","",""
"37435-45299","RB","David","David Fluellen","Fluellen","0.800000011920929","2","4500","TEN@CLE","TEN","CLE","","","","",""
"37435-48371","WR","Robert","Robert Davis","Davis","0","0","4500","WAS@PHI","WAS","PHI","","","","",""
"37435-94453","RB","Darwin","Darwin Thompson","Thompson","0","0","4500","KC@JAC","KC","JAC","","","","",""
"37435-44280","WR","JoJo","JoJo Natson","Natson","-0.16666666666666666","12","4500","LAR@CAR","LAR","CAR","","","","",""
"37435-53498","WR","Richie","Richie James Jr.","James Jr.","2.2916666666666665","12","4500","SF@TB","SF","TB","","","","",""
"37435-45309","WR","Alonzo","Alonzo Russell","Russell","0","0","4500","NYG@DAL","NYG","DAL","","","","",""
"37435-62718","TE","Daniel","Daniel Brown","Brown","0","1","4500","BUF@NYJ","NYJ","BUF","","","","",""
"37435-55552","RB","Jeff","Jeff Wilson Jr.","Wilson Jr.","6.400000254313151","6","4500","SF@TB","SF","TB","","","","",""
"37435-72961","WR","Anthony","Anthony Johnson","Johnson","0","0","4500","SF@TB","TB","SF","","","","",""
"37435-56580","WR","Christian","Christian Blake","Blake","0","0","4500","ATL@MIN","ATL","MIN","","","","",""
"37435-41221","WR","Andre","Andre Patton","Patton","0","0","4500","IND@LAC","LAC","IND","","","","",""
"37435-12550","D","Seattle","Seattle Seahawks","Seahawks","7.8125","16","4500","CIN@SEA","SEA","CIN","","","","",""
"37435-64786","RB","Ryquell","Ryquell Armstead","Armstead","0","0","4500","KC@JAC","JAC","KC","","","","",""
"37435-62740","WR","Malik","Malik Henry","Henry","0","0","4500","SF@TB","SF","TB","","","","",""
"37435-83221","RB","De'Lance","De'Lance Turner","Turner","1.5499999523162842","2","4500","BAL@MIA","BAL","MIA","","","","",""
"37435-55577","WR","Hunter","Hunter Sharp","Sharp","0","0","4500","CIN@SEA","CIN","SEA","","","","",""
"37435-64795","WR","Cortrelle","Cortrelle Simpson","Simpson","0","0","4500","SF@TB","TB","SF","IR","Undisclosed","","",""
"37435-68890","WR","Devin","Devin Gray","Gray","0","0","4500","ATL@MIN","ATL","MIN","","","","",""
"37435-53532","WR","Roger","Roger Lewis","Lewis","0","0","4500","IND@LAC","IND","LAC","","","","",""
"37435-29985","WR","Jaydon","Jaydon Mickens","Mickens","0","6","4500","LAR@CAR","CAR","LAR","","","","",""
"37435-56614","RB","A.J.","A.J. Ouellette","Ouellette","0","0","4500","TEN@CLE","CLE","TEN","","","","",""
"37435-31015","WR","DeAndrew","DeAndrew White","White","0","0","4500","LAR@CAR","CAR","LAR","","","","",""
"37435-57651","WR","Travis","Travis Fulgham","Fulgham","0","0","4500","DET@ARI","DET","ARI","","","","",""
"37435-53556","WR","Jalen","Jalen Greene","Greene","0","0","4500","LAR@CAR","LAR","CAR","","","","",""
"37435-45371","WR","Darius","Darius Phillips","Phillips","0","1","4500","CIN@SEA","CIN","SEA","","","","",""
"37435-64827","WR","Miles","Miles Boykin","Boykin","0","0","4500","BAL@MIA","BAL","MIA","","","","",""
"37435-85306","WR","KhaDarel","KhaDarel Hodge","Hodge","0.9000000158945719","3","4500","TEN@CLE","CLE","TEN","","","","",""
"37435-57662","RB","Trayone","Trayone Gray","Gray","0","0","4500","TEN@CLE","CLE","TEN","","","","",""
"37435-60736","WR","Jazz","Jazz Ferguson","Ferguson","0","0","4500","CIN@SEA","SEA","CIN","","","","",""
"37435-43334","RB","J.D.","J.D. McKissic","McKissic","0.26666667064030963","3","4500","DET@ARI","DET","ARI","","","","",""
"37435-62791","RB","Mark","Mark Walton","Walton","1.6666666666666667","6","4500","BAL@MIA","MIA","BAL","","","","",""
"37435-56648","RB","Jeremy","Jeremy McNichols","McNichols","0.4000000059604645","1","4500","TEN@CLE","TEN","CLE","","","","",""
"37435-56649","WR","Sean","Sean Modster","Modster","0","0","4500","BAL@MIA","BAL","MIA","","","","",""
"37435-63819","WR","Darius","Darius Slayton","Slayton","0","0","4500","NYG@DAL","NYG","DAL","D","Hamstring","","",""
"37435-64843","WR","Jalen","Jalen Guyton","Guyton","0","0","4500","NYG@DAL","DAL","NYG","","","","",""
"37435-34125","WR","Geremy","Geremy Davis","Davis","0","1","4500","IND@LAC","LAC","IND","Q","Hamstring","","",""
"37435-32082","WR","Jordan","Jordan Taylor","Taylor","0","0","4500","ATL@MIN","MIN","ATL","","","","",""
"37435-41299","WR","Davon","Davon Grayson","Grayson","0","0","4500","KC@JAC","KC","JAC","IR","Knee","","",""
"37435-55642","WR","C.J.","C.J. Worton","Worton","0","0","4500","ATL@MIN","ATL","MIN","","","","",""
"37435-14683","RB","Patrick","Patrick DiMarco","DiMarco","1.7200000762939454","5","4500","BUF@NYJ","BUF","NYJ","","","","",""
"37435-41319","WR","Jeff","Jeff Badet","Badet","0","0","4500","ATL@MIN","MIN","ATL","","","","",""
"37435-40298","WR","Derrick","Derrick Willies","Willies","7.599999904632568","1","4500","TEN@CLE","CLE","TEN","","","","",""
"37435-61807","RB","Jeremy","Jeremy Cox","Cox","0","0","4500","IND@LAC","LAC","IND","","","","",""
"37435-33137","WR","Justin","Justin Hardy","Hardy","2.018749952316284","16","4500","ATL@MIN","ATL","MIN","","","","",""
"37435-52602","WR","DeAndre","DeAndre Thompkins","Thompkins","0","0","4500","WAS@PHI","PHI","WAS","","","","",""
"37435-64892","RB","Bryce","Bryce Love","Love","0","0","4500","WAS@PHI","WAS","PHI","O","Knee - acl","","",""
"37435-63869","WR","Parker","Parker Baldwin","Baldwin","0","0","4500","ATL@MIN","ATL","MIN","","","","",""
"37435-71039","WR","Kelvin","Kelvin Harmon","Harmon","0","0","4500","WAS@PHI","WAS","PHI","","","","",""
"37435-55684","RB","Roc","Roc Thomas","Thomas","1.2199999809265136","5","4500","KC@JAC","JAC","KC","","","","",""
"37435-53639","WR","Isaiah","Isaiah McKenzie","McKenzie","5.4375","8","4500","BUF@NYJ","BUF","NYJ","","","","",""
"37435-64905","WR","Trenton","Trenton Irwin","Irwin","0","0","4500","BAL@MIA","MIA","BAL","","","","",""
"37435-47501","WR","Marken","Marken Michel","Michel","0","0","4500","WAS@PHI","PHI","WAS","","","","",""
"37435-53646","WR","Austin","Austin Proehl","Proehl","0","0","4500","LAR@CAR","LAR","CAR","","","","",""
"37435-55694","WR","Mike","Mike Thomas","Thomas","0","0","4500","LAR@CAR","LAR","CAR","","","","",""
"37435-28055","WR","Amara","Amara Darboh","Darboh","0","0","4500","CIN@SEA","SEA","CIN","","","","",""
"37435-80281","WR","C.J.","C.J. Board","Board","0","0","4500","KC@JAC","JAC","KC","","","","",""
"37435-29084","WR","Rashad","Rashad Ross","Ross","0","0","4500","LAR@CAR","CAR","LAR","","","","",""
"37435-55712","WR","Jonathan","Jonathan Duhart","Duhart","0","0","4500","DET@ARI","DET","ARI","","","","",""
"37435-80289","WR","Kendrick","Kendrick Bourne","Bourne","5.856249809265137","16","4500","SF@TB","SF","TB","","","","",""
"37435-28065","WR","Jehu","Jehu Chesson","Chesson","0.20000000298023224","4","4500","WAS@PHI","WAS","PHI","","","","",""
"37435-32161","WR","Gehrig","Gehrig Dieter","Dieter","1.350000023841858","2","4500","KC@JAC","KC","JAC","IR","Undisclosed","","",""
"37435-47523","WR","Tajae","Tajae Sharpe","Sharpe","4.157142911638532","14","4500","TEN@CLE","TEN","CLE","","","","",""
"37435-63907","TE","Josh","Josh Oliver","Oliver","0","0","4500","KC@JAC","JAC","KC","D","Hamstring","","",""
"37435-43433","RB","Boston","Boston Scott","Scott","0","1","4500","WAS@PHI","PHI","WAS","","","","",""
"37435-80299","RB","Patrick","Patrick Ricard","Ricard","0","0","4500","BAL@MIA","BAL","MIA","","","","",""
"37435-22959","WR","Deonte","Deonte Thompson","Thompson","1.8923077216515174","13","4500","BUF@NYJ","NYJ","BUF","","","","",""
"37435-61871","WR","Blake","Blake Cashman","Cashman","0","0","4500","BUF@NYJ","NYJ","BUF","","","","",""
"37435-103864","WR","Raphael","Raphael Leonard","Leonard","0","0","4500","KC@JAC","JAC","KC","","","","",""
"37435-60861","WR","Damion","Damion Ratley","Ratley","4.179999923706054","5","4500","TEN@CLE","CLE","TEN","","","","",""
"37435-28095","RB","Thomas","Thomas Rawls","Rawls","0","0","4500","KC@JAC","JAC","KC","","","","",""
"37435-21952","WR","Michael","Michael Floyd","Floyd","2.3","10","4500","BAL@MIA","BAL","MIA","","","","",""
"37435-57794","TE","Donnie","Donnie Ernsberger","Ernsberger","0","0","4500","KC@JAC","JAC","KC","","","","",""
"37435-72133","WR","Antoine","Antoine Wesley","Wesley","0","0","4500","BAL@MIA","BAL","MIA","","","","",""
"37435-55750","WR","Chris","Chris Lacy","Lacy","0","1","4500","DET@ARI","DET","ARI","","","","",""
"37435-26055","WR","Carlton","Carlton Agudosi","Agudosi","0","0","4500","WAS@PHI","PHI","WAS","","","","",""
"37435-39373","WR","Jaelen","Jaelen Strong","Strong","0","0","4500","TEN@CLE","CLE","TEN","","","","",""
"37435-31184","RB","Jonathan","Jonathan Williams","Williams","0.20000000794728598","3","4500","IND@LAC","IND","LAC","Q","Ribs","","",""
"37435-21972","WR","Brian","Brian Quick","Quick","1.649999976158142","2","4500","WAS@PHI","WAS","PHI","","","","",""
"37435-54741","WR","Seth","Seth Roberts","Roberts","5.626666768391927","15","4500","BAL@MIA","BAL","MIA","","","","",""
"37435-103892","WR","Shawn","Shawn Bane","Bane","0","0","4500","ATL@MIN","ATL","MIN","","","","",""
"37435-41430","WR","Devin","Devin Ross","Ross","0","0","4500","WAS@PHI","PHI","WAS","","","","",""
"37435-85464","WR","Blake","Blake Jackson","Jackson","0","0","4500","TEN@CLE","CLE","TEN","","","","",""
"37435-103896","WR","Nsimba","Nsimba Webster","Webster","0","0","4500","LAR@CAR","LAR","CAR","","","","",""
"37435-103899","WR","Damion","Damion Jeanpiere Jr.","Jeanpiere Jr.","0","0","4500","LAR@CAR","CAR","LAR","","","","",""
"37435-103901","WR","Davion","Davion Davis","Davis","0","0","4500","ATL@MIN","MIN","ATL","","","","",""
"37435-55774","WR","Dorian","Dorian Baker","Baker","0","0","4500","TEN@CLE","CLE","TEN","","","","",""
"37435-103902","WR","Alexander","Alexander Hollins","Hollins","0","0","4500","ATL@MIN","MIN","ATL","","","","",""
"37435-103906","RB","Xavier","Xavier Turner","Turner","0","0","4500","CIN@SEA","SEA","CIN","","","","",""
"37435-14820","RB","Nick","Nick Bellore","Bellore","0.875","4","4500","CIN@SEA","SEA","CIN","","","","",""
"37435-32235","WR","Marcus","Marcus Johnson","Johnson","4.75","4","4500","IND@LAC","IND","LAC","IR","Concussion","","",""
"37435-41457","WR","Jordan","Jordan Smallwood","Smallwood","0","0","4500","IND@LAC","LAC","IND","","","","",""
"37435-40434","WR","Greg","Greg Ward","Ward","0","0","4500","WAS@PHI","PHI","WAS","","","","",""
"37435-60915","RB","Rodney","Rodney Anderson","Anderson","0","0","4500","CIN@SEA","CIN","SEA","IR","Knee - acl","","",""
"37435-62967","WR","Preston","Preston Williams","Williams","0","0","4500","BAL@MIA","MIA","BAL","","","","",""
"37435-28157","WR","Bennie","Bennie Fowler III","Fowler III","3.3900001525878904","10","4500","NYG@DAL","NYG","DAL","","","","",""
"37435-29183","RB","D.J.","D.J. Foster","Foster","0","0","4500","DET@ARI","ARI","DET","","","","",""
"37435-60930","RB","Myles","Myles Gaskin","Gaskin","0","0","4500","BAL@MIA","MIA","BAL","","","","",""
"37435-44547","WR","Spencer","Spencer Schnell","Schnell","0","0","4500","SF@TB","TB","SF","","","","",""
"37435-23046","RB","Jamize","Jamize Olawale","Olawale","0.574999988079071","4","4500","NYG@DAL","DAL","NYG","","","","",""
"37435-62994","WR","Steven","Steven Sims Jr.","Sims Jr.","0","0","4500","WAS@PHI","WAS","PHI","","","","",""
"37435-39445","WR","Brice","Brice Butler","Butler","3","5","4500","BAL@MIA","MIA","BAL","","","","",""
"37435-39449","WR","Charles","Charles Johnson","Johnson","0","0","4500","WAS@PHI","PHI","WAS","IR","Ankle","","",""
"37435-31263","WR","Ricardo","Ricardo Louis","Louis","0","0","4500","BAL@MIA","MIA","BAL","","","","",""
"37435-69150","WR","Jordan","Jordan Veasy","Veasy","0","0","4500","IND@LAC","IND","LAC","","","","",""
"37435-25122","WR","Amba","Amba Etta-Tawo","Etta-Tawo","0","0","4500","NYG@DAL","NYG","DAL","IR","Achilles","","",""
"37435-33320","RB","Senorise","Senorise Perry","Perry","0","6","4500","BUF@NYJ","BUF","NYJ","","","","",""
"37435-52776","WR","Marcus","Marcus Green","Green","0","0","4500","WAS@PHI","PHI","WAS","","","","",""
"37435-38441","RB","Justin","Justin Davis","Davis","0.949999988079071","2","4500","DET@ARI","ARI","DET","","","","",""
"37435-46633","WR","Keenan","Keenan Reynolds","Reynolds","0","0","4500","CIN@SEA","SEA","CIN","","","","",""
"37435-28202","RB","Jeremy","Jeremy Langford","Langford","2.5","1","4500","ATL@MIN","ATL","MIN","","","","",""
"37435-61994","RB","Taj","Taj McGowan","McGowan","0","0","4500","KC@JAC","JAC","KC","IR","Knee","","",""
"37435-57900","RB","Quinton","Quinton Flowers","Flowers","0","0","4500","IND@LAC","IND","LAC","","","","",""
"37435-60983","WR","Anthony","Anthony Ratliff-Williams","Ratliff-Williams","0","0","4500","TEN@CLE","TEN","CLE","","","","",""
"37435-63033","RB","Marcus","Marcus Marshall","Marshall","0","0","4500","KC@JAC","KC","JAC","","","","",""
"37435-68155","TE","Codey","Codey McElroy","McElroy","0","0","4500","NYG@DAL","DAL","NYG","","","","",""
